M,mu,a,p0,e0,x0,dist,qS,phiS,qK,phiK,Phi_phi0,Phi_theta0,Phi_r0,T,dt,SNR,generation_time
1003530.7845406338,10.0,0.98,15.135399096814863,0.1558717750661576,-0.9974429442995618,0.4043015601490827,2.127898683942968,1.5402339220197854,0.5880586495633379,2.141010516993811,1.523810811150235,1.290365851555504,0.3390707240349924,5,10,4.845046465729005,0.095
2055724.7852960613,10.0,0.98,15.184466212013536,0.1098257917028565,-0.8263371473481917,3.833838590565183,0.8920575260705864,4.76884017410424,2.449472347967668,5.583317105861445,0.7742884893082036,1.6195971850337711,1.843004552322529,5,10,0.1415531540650889,0.094
262465.3227668728,10.0,0.98,12.80701215815446,0.0739037714264481,0.7571197431936341,2.9978782468648943,2.686626116360354,4.118259837228424,0.5453222190970534,3.2360925214731813,0.418917412367788,0.0899148374589679,1.7840165290029086,5,10,8.934426156822527,0.656
1060799.4993301644,10.0,0.98,12.304710124514536,0.1388489619190555,-0.3075687170883285,2.7340897822846792,1.408761686584923,4.081160695505069,0.7357620595362973,1.842306596748177,0.3148975907386444,5.743308561831283,5.441218702364189,5,10,2.6418449436855784,0.111
608776.8760855051,10.0,0.98,10.669237447678976,0.1576877181302094,-0.5578138190823929,2.960274311409676,0.7761773191377169,1.2103280939213268,1.5030478623807368,0.8407143676665629,3.0223569589411614,1.4795240023565168,2.8246436428762616,5,10,5.572840032230192,0.17
1165571.9664573383,10.0,0.98,12.39703356615509,0.0587095785707825,0.1895358295263929,1.0317356739868466,1.846700243644659,2.719322650939154,2.1197939182590164,6.05093223602359,4.36093863064994,2.523741851220637,4.548626275945055,5,10,4.998219194748685,0.186
1522114.1102827257,10.0,0.98,10.51935866217225,0.1589299350627401,0.6823137605224912,3.60790310544314,2.355196397902107,2.287445794093089,2.4230499545154465,0.9339344836112062,1.3438672354428756,4.699307462648072,5.577100252412872,5,10,1.6692963337027134,0.086
1292774.6229443504,10.0,0.98,13.963929327364948,0.1536674919444621,-0.0938090122630836,0.2303336733643106,2.748725579510853,5.01884189520025,1.27839238153542,1.3033698936677387,1.6183600744841318,4.79944372254713,3.8157587995816655,5,10,9.003545824999529,0.2
2675697.596132739,10.0,0.98,11.896316018210618,0.1088469337223421,0.1371466052934602,0.25498085931078,1.1870643607960063,2.2636110765088087,1.6565732578228192,0.9990567509613376,0.9229129067253772,0.2462485919973785,5.160026914813676,5,10,4.731728686953551,0.114
1963175.872962229,10.0,0.98,13.170093868190031,0.1010068162025303,0.8671816514105926,3.9279683867519353,2.1413130311471296,2.46960181559428,1.695611949931241,3.106701456445513,3.691762705783415,4.523026412090302,1.6105210518930684,5,10,0.3737296728062062,0.089
2454795.8262740057,10.0,0.98,12.13742540555143,0.1164574370013814,-0.3234567672309092,2.087024119636385,2.394538227360698,2.152538884949123,1.3779766535422642,0.7005555875293834,0.6754002773818408,3.831378488617025,5.949724519664233,5,10,0.5696749040131993,0.078
1451597.1261547743,10.0,0.98,14.163334866513331,0.1246442586789102,0.9062785467558804,3.4655254559761146,0.9153736234964722,3.4346022201860937,2.098428271137146,5.794779031401073,6.207248307712342,3.625254780343404,5.981334037093591,5,10,0.641993645861813,0.1
2338997.04799973,10.0,0.98,13.12452097083592,0.0642899257988113,-0.8730282586524187,0.8530444178732854,1.216273570099471,4.876881189050984,0.979735823269915,5.743361814145544,5.028003450764097,2.3065924854839057,0.5590502054862749,5,10,1.4459643924776873,0.089
2432653.891404407,10.0,0.98,15.255062248008612,0.0650881198613998,-0.5610074673559495,3.9097493104291625,0.4189805564379992,1.3158074889184903,1.753192402047198,6.249478329761195,6.008490818685519,3.396930441770764,5.54043918139053,5,10,0.1033332094419033,0.096
937961.0953733476,10.0,0.98,13.62924900605423,0.1625493785613826,0.4149136550576464,2.321907544155602,1.05448844654269,1.1442127877532746,2.1813281549075296,4.019988165154517,1.5036492073047991,1.866485920014888,0.623674685698756,5,10,2.199031985476033,0.091
1898138.8336962648,10.0,0.98,10.268806075765513,0.160027125529878,-0.1656584405815373,0.5787213596274929,0.941775170460096,3.7025488106069777,2.5057684088748235,2.015040214287375,5.572061471390355,5.789492354473002,2.2636093997368287,5,10,6.464924990171724,0.183
2303414.943200177,10.0,0.98,15.178131453786698,0.1424035457968865,0.1810126985162086,3.725521829168119,2.1521150987688893,6.252399447220871,2.1200197654418806,3.240258385057364,0.6950850452242928,5.917749092109855,4.241382389058426,5,10,0.1478204005756728,0.065
905656.6008813198,10.000001,0.980001,15.902626064406132,0.1456655865299219,0.686505844145777,1.6855453471603985,1.716731408287699,6.122409953030593,2.875275254500325,0.690151726957203,3.33656984975828,3.8775126912176408,0.3313616362574898,5,10,1.8706883531695264,0.099
127111.93471577912,10.000001,0.980001,10.811979714733212,0.1105469123287593,0.8926578488796681,0.6583865580413061,0.7560886688657943,5.187141989919085,1.7683977722233388,4.546649006495914,1.3621618253385173,6.086692496278357,5.84741063593398,5,10,9.4695921247838,0.316
955684.9541252016,10.000001,0.980001,13.007082253597972,0.1826084267602117,0.0360553373945327,3.011382211837947,1.2113623047448423,4.825399788507654,2.136054044163255,5.8087638927771685,2.873583721438949,0.8275512302918892,3.5365746723100373,5,10,2.764275370361216,0.651
826137.6709098141,10.000001,0.980001,10.160764380499437,0.1154527499047773,0.9196855921227108,2.6591707875265334,1.8823846426697752,2.3443077556210614,1.2507257233985134,5.847759078871256,4.194912749940616,2.9246572072172,2.144187153677626,5,10,12.336738731104248,0.151
3099916.771532229,10.000001,0.980001,12.14069088767416,0.1113946443269901,0.4268509348651119,1.5129804023278324,1.6163660961134183,3.9430510342872784,2.096116746191965,1.3934252878435625,5.951632855219009,2.101418776733334,4.461235225832139,5,10,0.4432803271304091,0.06
1709486.6959010884,10.000001,0.980001,11.1097742082709,0.0676909821420091,-0.5470739130083642,0.4330039916085427,2.002603349955179,2.7784374371508047,2.6242816937294866,4.2278412422333576,2.221152259801309,5.873974326229431,5.563935553638014,5,10,9.997735799469169,0.133
149945.6282686554,10.000001,0.980001,10.78520493031418,0.190862698230781,-0.6026129531475493,3.2033702682046705,1.1363854145574082,0.1978548764232455,2.376722399124201,0.7552604179176589,1.952878931991672,5.368278237219697,6.049580458332615,5,10,1.839408807079106,0.116
2828019.281185629,10.000001,0.980001,14.428013224358098,0.0800743363118278,0.1457172875318038,3.625124330167672,0.7640251812172463,0.4319142146642354,0.6088759497009046,5.9152671407639845,1.7516278864780783,2.9685350354945728,0.7346429507422549,5,10,0.0783214066812535,0.106
2399737.577755614,10.000001,0.980001,10.379049013286131,0.1475188271087796,0.7398874879509303,2.964716603774178,1.109554597389421,1.2895168058754345,1.525425489803968,3.719090936428126,3.2284939840509863,3.533152105709481,3.149817325267901,5,10,0.852949189413329,0.074
2524914.6231165654,10.000001,0.980001,13.170314116656936,0.1713366697459227,-0.3280043136629742,3.0843196415006,1.3580512109971454,6.041684433961136,1.9900253583337064,5.305179793120495,4.818134845311938,1.49897744705291,2.272904505801318,5,10,0.2236143056161509,0.066
1181952.4294018447,10.000001,0.980001,13.120451788931872,0.1051646245539872,-0.3798269411907053,1.662463509304545,1.195303263009113,2.5116320637079257,0.9075368215973209,3.531736143685249,0.3082847339672003,1.709927851898366,3.801950663503594,5,10,2.508140717012296,0.102
1314926.3029876528,10.000001,0.980001,11.400257958190204,0.1151543444326896,-0.9299282918493434,2.5359077230547955,1.3185504182060888,0.0413638353315027,1.986694655475788,5.713240101082619,4.293114875843352,0.559373752350622,3.9016011176851593,5,10,3.3534581169419173,0.116
1323882.4690282806,10.000001,0.980001,11.795755714820311,0.1225674712921254,0.8730332200120632,2.865963990900432,1.3748962381594136,2.2186136521080297,1.1126608394150168,0.5346562488052315,5.347475783705411,5.689714475092107,1.535983156676331,5,10,1.2800937921074191,0.088
2408787.391797993,10.000001,0.980001,15.160699592817958,0.1026820747587163,-0.2000416422899358,3.540998269937682,1.1156492968668308,4.99310835218108,2.5646481855603085,1.983847107049588,4.482702010316549,2.9908637118307726,3.257210130874192,5,10,0.09463956023214,0.08
2111566.544374015,10.000001,0.980001,14.985674608104738,0.0547439229537438,-0.294476697136617,0.1719036378298553,1.018397675492151,4.014430074441665,0.657741959379237,0.3103653402828571,1.601893501953712,2.04115551313448,0.9347328452004134,5,10,4.056486325724064,0.09
2093924.4661980264,10.000001,0.980001,14.425108657466412,0.1932136173794844,-0.6281394923451498,1.6630296611037478,0.7084932111516717,4.575015830880648,1.0870776225567076,1.2169772995165251,4.183168607494933,2.996802835381521,4.897833248740312,5,10,0.3928005854045404,0.068
954434.3996603691,10.000001,0.980001,13.59221341262667,0.0954896990830032,0.6906130225264362,3.864027550062608,1.9696850927175984,0.478120871925313,0.9377683357645986,1.1198328387380652,3.124657391852871,3.359108903950968,3.099784257134622,5,10,1.3104782445570182,0.116
1334940.055647639,10.000001,0.980001,10.056198875783869,0.1876943104749834,0.4757972910726684,1.225134775673124,2.0770010177648484,5.678388788745695,1.5234295799534157,4.522921722736059,6.169310546742218,3.9518469435593,4.011625001136903,5,10,8.48377505159968,0.098
901486.1471559224,10.000001,0.980001,10.31882573175492,0.1728211339668942,0.9613095113766243,2.008912422524522,3.0234581436202475,3.7806627846075154,2.240146862439816,0.595793469558232,3.589387745010081,1.3404575613930685,2.87737697286143,5,10,7.747856095099971,0.09
2524979.356261264,10.000001,0.980001,10.297790003068505,0.0550575367306258,-0.7648618486232959,3.924993776767925,2.643910920249311,1.9831454539965088,1.1223019594834749,3.694811503341272,4.066470522372505,0.572068957667125,3.209620075695777,5,10,0.6300290076643442,0.104
2983856.961678524,10.000001,0.980001,10.978941727053751,0.059083012206619,0.1579770528460793,3.6762013395488817,0.8647703286948175,5.143744450801937,2.5936941161167093,5.711356329571308,5.776586811444372,0.2986490172950738,1.9961280595513369,5,10,0.3400632347199386,0.093
470911.9543573541,10.000001,0.980001,12.886153118884192,0.1449814588331499,0.4880549111381618,2.3850317199454043,1.8594116000034104,1.6148890047227922,2.239491691645982,5.409422944510281,1.1682052044797022,5.364943300172318,0.3140309285576821,5,10,11.242742296562511,0.152
2098614.4643969126,10.000001,0.980001,12.179867115087289,0.1731075177718973,-0.2288278712747784,0.4978735635271217,1.125958411445941,4.434212108168218,1.3397717275657477,3.964355833374517,5.121947887201633,0.302686407864311,3.2165535905120337,5,10,2.277738758114559,0.074
2520643.65296881,10.000001,0.980001,15.011197037591833,0.0545278820684329,-0.1669620637630589,2.331262394152361,1.5555301126571144,1.4205854573011367,2.26958616853707,5.797342391120394,0.2587690112121271,4.651499166088618,0.743712726706335,5,10,0.1974519427371408,0.105
432285.6601274449,10.000001,0.980001,10.636079901215084,0.0641067184279304,0.7971577795545339,3.1632181364754945,2.116219138607975,1.1916044924030968,1.1951892666807042,0.4443966234899962,4.630617990961697,5.884020003706205,3.986382924848017,5,10,11.983551478570508,0.547
2829258.180428029,10.000001,0.980001,14.293558004639795,0.0845064536231003,-0.8930867148310839,3.184979381887333,1.5551379634903384,4.202795130690233,1.290431929600833,4.211878841654135,6.173038312884538,2.661759739853243,5.159630644466936,5,10,0.206740463598992,0.066
2730825.802830603,10.000001,0.980001,14.201476461419348,0.1806852301164719,-0.2053330597498219,0.1161539388969232,1.1998321981294395,0.6573903099372204,2.6020113205649933,4.328592200902965,5.463090117132406,0.4286591094392632,0.8512169767241146,5,10,2.9726738016263936,0.063
376368.8051646428,10.000001,0.980001,10.65728127142436,0.1746433536505578,-0.3501402189620344,1.804267403822483,1.177906974963373,4.145613380878925,2.570411063364796,1.1770171393094055,5.348491525537632,0.6082415320200414,1.2066038174258935,5,10,13.780327257288516,0.175
833937.0623598614,10.000001,0.980001,14.716779592555444,0.1894465886072462,0.2437920699862945,0.7112485601078948,2.054470625079731,0.7058656787300949,0.9188196374398186,5.88831355701558,0.8410527956800239,4.284282412250117,1.6954434760361008,5,10,8.959028402049324,0.089
812963.821053933,10.000001,0.980001,12.377833394090484,0.1817436823797704,0.4977037505153758,3.2598000551660875,2.273286133617221,1.868240881126716,3.03402839346198,2.0334269716751425,5.046835734446854,3.495265461540598,4.6805784956037,5,10,3.418237743572832,0.107
1530115.1611917946,10.000001,0.980001,14.598263855918493,0.1820546795197037,-0.7422520180672214,2.586429815475667,1.5729959923841343,3.132853551759515,2.146790559713588,1.5912542640956455,1.3607406795005066,0.4774406251716927,4.716593134004856,5,10,0.4924136610439183,0.08
3036394.4095763704,10.000001,0.980001,12.324599646378608,0.1447272002154003,0.7459568461222394,1.3539174793893765,2.5577676337266886,3.29801701424946,1.8648345472176155,3.909565944281787,4.164793107991232,1.3067606401023175,3.827015235479768,5,10,0.4916471334642664,0.065
1049916.490663162,10.000001,0.980001,14.863473396595868,0.0855989901220549,0.6830339060065156,2.9585834696942657,2.2689421745755234,5.609322332987467,0.6241577781387444,1.8524955544971933,0.6434328426494075,4.143663240468692,4.669367947271657,5,10,1.113723251007529,0.107
1718646.3185082248,10.000001,0.980001,14.205384741596736,0.0597252920329919,0.1456014314358669,0.194313974020839,1.112894718777263,5.996083418598065,1.1949456264691187,3.673354019905932,5.971183733488991,0.5182972815241152,1.3372659710332353,5,10,7.156368772006685,0.177
1487843.9225962427,10.000001,0.980001,15.720067011337472,0.1953741569165706,0.1229351759621848,1.7815842476280084,0.4904538145437062,2.7928854529384246,2.299664115137645,1.06691097145077,1.7416025742134968,1.3266218190506516,5.666586084182367,5,10,0.6433669961775874,0.188
1171114.522915656,10.000001,0.980001,15.765992154830508,0.1844482025325231,-0.1792293607308324,2.157904627947837,1.2461351417781352,2.552527620930108,0.4536327830015883,3.6259683949154247,2.3357749033249884,1.5603043586996148,6.140454423175557,5,10,0.7918233890290058,0.096
1255161.3745583007,10.000001,0.980001,13.395930998897976,0.0992589249196337,0.8466482012665872,1.0378405692975,1.874975731158243,0.133717036942629,0.829974146205441,5.06492906529116,6.251353121501336,3.082070091538061,2.937896884836347,5,10,2.34495606282609,0.114
2135190.048887736,10.000001,0.980001,15.558000877322764,0.1658203258478303,0.0646383646902344,0.8313783274006412,0.4734205099357572,2.857947040031542,2.414287695592228,1.1100904640269316,5.481409815773832,3.553638117912881,0.6046965917649813,5,10,0.5712359601390906,0.172
2535100.9744200413,10.000001,0.980001,12.097567085281142,0.1247701428084234,-0.1702451498792394,3.9343023167538433,2.274188232314577,4.003519069211764,1.8333304135941857,3.838439095316008,5.259567267177968,4.891803676070669,1.5903298914319566,5,10,0.1903400480244552,0.112
401783.3204222293,10.000001,0.980001,13.751923771228688,0.0583876178661282,0.3245051440168578,3.377131926814401,1.763166205073273,0.3145749653422031,2.82486182147256,2.869335606243989,5.609552215712635,3.711872967258506,4.382121002174303,5,10,8.665852145552295,0.376
2569288.650176027,10.000001,0.980001,11.762537343033864,0.1676748970832186,-0.0843102469869356,3.6752350841271273,1.7228307212995742,2.41899386109753,2.6165683486141504,2.3245515186612287,2.479934376959421,5.940959002865502,1.3740936722565644,5,10,0.2709041910394588,0.118
1681751.4471762488,10.000001,0.980001,15.474437512257484,0.1324383228331573,0.8563177827891166,0.9926262409363752,1.710420111854285,5.483381709339586,0.4427743924385917,4.378859742465855,0.195596063935902,4.117295279999516,0.3583727864363578,5,10,0.7364106828325663,0.087
1499151.25208634,10.000001,0.980001,15.033738413152475,0.1425749927048818,0.5813285843250875,0.6402988204877783,2.9168756787489167,2.466731709654403,1.881120812370052,6.282713939656798,4.529514063474864,1.9596621652930748,5.684213876702311,5,10,1.93967155685414,0.089
1687730.915741269,10.000001,0.980001,13.157987497902251,0.1498704661470678,-0.5905713770276082,1.6038170996367995,1.465748522658363,3.1242065800354584,1.019274882675685,5.8750288024381705,6.251602386020132,1.113183819367847,3.346717871085788,5,10,1.2344086445278433,0.068
2450005.8310702546,10.000001,0.980001,11.025885119518469,0.1349835810919357,-0.3096111659093734,2.277708456746017,1.290442233271388,4.305265201654788,2.7698027609902804,2.0266881392242184,0.4220397909671992,5.067160421765026,4.465083731107429,5,10,0.7842140778040014,0.071
1522680.6819162704,10.000001,0.980001,13.826716256843977,0.1200686492785123,-0.2388867897098976,3.3896584211645107,1.7826014992962282,1.5585776134499336,0.8074930739594359,6.282602664063576,1.9594296727305764,4.725730253445142,3.499920980300737,5,10,0.6048745180475598,0.092
1205295.3911438363,10.000001,0.980001,12.35107204654087,0.0965469968697971,0.4051425981912366,1.7293603368273296,2.3752770568947383,0.6403054413598931,1.4618899905241551,1.441916285479344,4.79354451192868,6.065856632137035,0.8179422709199896,5,10,2.850716380905534,0.112
2411894.203546621,10.000001,0.980001,13.561366104506126,0.0798509274988901,0.6617126309296097,2.77580511663229,0.3638992643321942,2.8817164642445303,1.6754788202531303,5.110625068785923,3.9674915554659056,0.791803567471047,0.0973470552194645,5,10,0.2183864884537407,0.073
1194364.236996574,10.000001,0.980001,10.469470284801089,0.1323981861824781,0.4401250097641327,1.7531725909015945,2.403804163991589,3.342278792613956,1.914854309328556,5.57406161043306,4.563396619015515,5.550528671445221,3.733753830969616,5,10,6.092122133006802,0.086
436148.74504334654,10.000001,0.980001,14.183226441955494,0.1594276279468647,0.8693108419269446,1.9010812412153213,1.8219379335057333,3.666983754151053,2.135526961791057,3.4273571752763137,4.97000565840833,3.2092867296830647,0.3889567124306883,5,10,14.264621397485747,0.14
1292946.4687133802,10.000002,0.980002,13.411416369770086,0.1744780036650176,-0.7177313775097822,2.932938593407916,1.9551332226996376,0.1465835198800537,1.7443865259863272,5.2358175157779465,2.8356870437478783,2.6581534767128967,0.7233604006091524,5,10,1.0172530944984297,0.08
1112232.4250092632,10.000002,0.980002,11.336966760486336,0.1245765054125919,-0.1403975677460691,0.8748381325971567,0.7214850563544527,1.9119053358398768,2.559581123580833,4.40060924963202,0.2324002199281763,3.455862285550791,1.7735489648363876,5,10,6.78792922662263,0.146
2811475.9762876453,10.000002,0.980002,14.08504753617528,0.076649421547181,-0.6805884108080675,3.27327520413598,1.2172092236094176,4.709210750425402,0.9641045631413064,2.469025036290424,2.288831625346322,5.906417317066995,1.462142325822784,5,10,0.1355359223575243,0.078
3081319.438258621,10.000002,0.980002,11.754859907390747,0.1263162369146951,-0.5801294609470729,0.8623372462813567,1.225865382598187,2.060255867050967,0.8961881400801757,0.7053052237821392,0.2902243380600384,2.36014077744116,0.4970675923145765,5,10,0.9815696710860968,0.075
3102389.207803236,10.000002,0.980002,15.91266073232696,0.0999954803526005,-0.770253339792115,3.4856285880987703,1.9378240376189224,0.2707789092542571,1.2760100350355112,4.893728843696794,3.764548073208667,3.400061997989866,3.955386013513772,5,10,0.0499108055002692,0.076
3093487.2406747234,10.000002,0.980002,11.693514148137597,0.1768496637015438,0.0638784296472263,2.992848993273613,0.3974953252616377,2.781442810369947,1.158181670972462,4.917848959048804,3.5126250689254728,5.784781371239229,2.919907907026257,5,10,0.3070920953414985,0.208
1680911.8279149018,10.000002,0.980002,12.119738612170565,0.1713893057997382,0.4787574922827735,1.0832014364838527,1.3981167033431727,3.4732161720839554,0.812032964525888,0.0749761888393059,2.573701269341065,0.993643448480219,3.473619584889041,5,10,2.666279997018025,0.071
1883072.9156652165,10.000002,0.980002,12.111241701338946,0.1938260982420883,0.8869165418482357,3.7017184152038336,2.7093282726906485,3.4553307863975045,1.012804455741185,4.603564449337216,3.825304795965998,5.579334632267555,2.6421475721372087,5,10,0.4568495027643879,0.077
2816475.4844769817,10.000002,0.980002,11.038174083987611,0.0939193686001742,-0.223349092377934,3.3211542094470348,1.268454020130879,3.602199559902192,2.012534793383725,5.3686597395124025,1.0734347294111866,3.952809184643418,0.5062899301232369,5,10,0.4129374113844913,0.089
2565886.856793125,10.000002,0.980002,14.879941987125804,0.0677754984576103,-0.4298397101347839,2.497570798801561,1.150080250307842,2.3340068678210084,0.936642637388102,5.0329765094283125,3.9843301035100698,4.838581384451351,4.965055255044651,5,10,0.1767119787572402,0.064
2168189.0821149074,10.000002,0.980002,15.50433077798352,0.1347515084917654,0.9780317645830234,0.4077044261180349,0.9271384809053654,2.01349274717132,0.8278922054941291,1.077217422296081,3.6410284534122033,1.9200395105061965,0.6485152907974981,5,10,1.5408269212502117,0.052
2873570.712181908,10.000002,0.980002,15.132229689450892,0.1224116846274185,0.8392697674314493,3.068458726611249,1.2610674112040663,3.8079607411621534,2.318237380577409,4.576733148348734,3.772236192867736,5.673131505963486,1.194331621970918,5,10,0.0809487605778998,0.074
2408195.888827036,10.000002,0.980002,13.02116732768618,0.0904895602107335,-0.025126650145185,1.635148614781197,2.3698169084398404,0.533584880069379,0.7946756067159623,5.66254026376169,2.4538375071070964,2.372077068834778,1.9129792208498264,5,10,0.5234791972157524,0.371
1950257.842851391,10.000002,0.980002,15.051073249862284,0.0992862478846962,0.9477372341621496,2.2687458697760565,2.5901386587834536,1.5742943137178227,1.1981320906346016,3.0653265342288947,1.1405599556679524,1.7105549628432062,2.43690945973741,5,10,0.2185529488679861,0.078
2593663.9592234856,10.000002,0.980002,11.198778651294305,0.0546743748492472,-0.965844729268006,0.4627401241552424,0.9168408692743087,1.17529229369755,2.796184220127,3.960948874595695,1.074981558656866,0.7320575012926048,4.3167039611908,5,10,5.533265831020518,0.121
1690838.6268982207,10.000002,0.980002,10.146329010884635,0.199454438195585,-0.9203061075957496,0.8649049332876654,1.59473801218002,2.0620021570445632,0.7364159511607635,4.950796442019514,1.013530133403058,1.6452287336082452,4.1414502154490656,5,10,11.337392854099402,0.111
1861771.1025640515,10.000002,0.980002,14.227071007705815,0.1054899736960418,-0.779014974379796,2.5355941853120085,1.904580056803992,4.52386081596789,2.065672098046078,6.139813583189486,1.656479230118104,5.733682474507094,0.1894232233626895,5,10,0.3973341368801902,0.077
2992647.562896418,10.000002,0.980002,14.750487106474887,0.1339198982072704,-0.8374931573564852,1.4876740836729754,1.8966052016364168,3.7503487768725816,2.214008034041892,3.134959544395158,6.066285899038312,4.354904906895382,1.0631370288257695,5,10,0.2609787321676743,0.057
1128880.8390195935,10.000002,0.980002,13.47397019735538,0.1727712506588909,-0.913298180471029,3.803866962594416,2.335284880230493,2.136754296444633,2.8376737642471777,4.37591409881581,0.1903290719967773,3.80995933815702,2.9273847554035046,5,10,1.0877791037069402,0.093
733534.4839657813,10.000002,0.980002,14.100071090497046,0.1797658771604448,0.6641680174854594,2.586358224607773,1.7691206532129635,5.983211695723195,1.5753724224846763,2.800217329297496,3.095087810994736,1.6699856514768896,1.5939123640841983,5,10,3.6726092802915375,0.099
2876475.922950649,10.000002,0.980002,10.883197458940176,0.1387718021912917,-0.7462117328526365,2.531876723321183,1.4414581101538009,3.2153964464758302,1.0392673102630063,3.384877401863672,5.933369463896545,5.7696218644127,1.97346863243256,5,10,0.7315783081231796,0.072
1486846.7969424697,10.000002,0.980002,14.05723156244984,0.1850545032801437,0.0383209852347985,0.3159099738753578,1.3775770649376415,2.408193463909804,2.4942914494901,5.8826789541018245,3.205194016413086,5.646705690967671,4.111286061545349,5,10,6.027621777971463,0.19
